latitude,longitude,wind_speed
27.034816453074864,-99.0238176181188,3.5
27.034816453074864,-80.9856467129988,2.9000000953674316
28.97517746677303,-99.0238176181188,4.099999904632568
28.97517746677303,-97.01159138169106,4.5
28.97517746677303,-80.9856467129988,4.199999809265137
30.98740370320076,-104.98863110467242,2.0999999046325684
30.98740370320076,-102.97640486824469,4.099999904632568
30.98740370320076,-100.96417863181696,4.400000095367432
30.98740370320076,-99.0238176181188,4.400000095367432
30.98740370320076,-97.01159138169106,4.5
30.98740370320076,-94.99936514526334,3.700000047683716
30.98740370320076,-92.98713890883562,4.199999809265137
30.98740370320076,-90.97491267240788,4.099999904632568
30.98740370320076,-89.03455165870972,4.400000095367432
30.98740370320076,-87.022325422282,4.400000095367432
30.98740370320076,-85.01009918585426,4.099999904632568
30.98740370320076,-82.99787294942652,4.199999809265137
32.99962993962849,-116.99012330050923,1.7000000476837158
32.99962993962849,-114.9778970640815,1.2000000476837158
32.99962993962849,-112.96567082765377,1.600000023841858
32.99962993962849,-111.0253098139556,1.7999999523162842
32.99962993962849,-109.01308357752788,3.0999999046325684
32.99962993962849,-107.00085734110014,3.0
32.99962993962849,-104.98863110467242,3.9000000953674316
32.99962993962849,-102.97640486824469,4.099999904632568
32.99962993962849,-100.96417863181696,4.300000190734863
32.99962993962849,-99.0238176181188,4.199999809265137
32.99962993962849,-97.01159138169106,4.5
32.99962993962849,-94.99936514526334,5.199999809265137
32.99962993962849,-92.98713890883562,4.300000190734863
32.99962993962849,-90.97491267240788,4.5
32.99962993962849,-89.03455165870972,5.5
32.99962993962849,-87.022325422282,5.900000095367432
32.99962993962849,-85.01009918585426,6.300000190734863
32.99962993962849,-82.99787294942652,5.199999809265137
32.99962993962849,-80.9856467129988,4.800000190734863
35.01185617605621,-119.00234953693695,1.5
35.01185617605621,-116.99012330050923,1.899999976158142
35.01185617605621,-114.9778970640815,2.9000000953674316
35.01185617605621,-112.96567082765377,2.200000047683716
35.01185617605621,-111.0253098139556,3.0
35.01185617605621,-109.01308357752788,3.5999999046325684
35.01185617605621,-107.00085734110014,1.7999999523162842
35.01185617605621,-104.98863110467242,3.5999999046325684
35.01185617605621,-102.97640486824469,3.299999952316284
35.01185617605621,-100.96417863181696,3.5999999046325684
35.01185617605621,-99.0238176181188,3.700000047683716
35.01185617605621,-97.01159138169106,5.0
35.01185617605621,-94.99936514526334,5.400000095367432
35.01185617605621,-92.98713890883562,5.599999904632568
35.01185617605621,-90.97491267240788,6.0
35.01185617605621,-89.03455165870972,7.300000190734863
35.01185617605621,-87.022325422282,7.5
35.01185617605621,-85.01009918585426,8.100000381469727
35.01185617605621,-82.99787294942652,9.899999618530273
35.01185617605621,-80.9856467129988,5.300000190734863
35.01185617605621,-78.97342047657108,5.599999904632568
35.01185617605621,-77.0330594628729,2.799999952316284
37.02408241248394,-121.01457577336468,2.4000000953674316
37.02408241248394,-119.00234953693695,1.600000023841858
37.02408241248394,-116.99012330050923,2.0999999046325684
37.02408241248394,-114.9778970640815,1.899999976158142
37.02408241248394,-112.96567082765377,1.600000023841858
37.02408241248394,-111.0253098139556,2.0999999046325684
37.02408241248394,-109.01308357752788,1.5
37.02408241248394,-107.00085734110014,2.0999999046325684
37.02408241248394,-104.98863110467242,3.4000000953674316
37.02408241248394,-102.97640486824469,2.700000047683716
37.02408241248394,-100.96417863181696,2.700000047683716
37.02408241248394,-99.0238176181188,4.300000190734863
37.02408241248394,-97.01159138169106,5.599999904632568
37.02408241248394,-94.99936514526334,5.900000095367432
37.02408241248394,-92.98713890883562,7.900000095367432
37.02408241248394,-90.97491267240788,7.900000095367432
37.02408241248394,-89.03455165870972,7.599999904632568
37.02408241248394,-87.022325422282,8.199999809265137
37.02408241248394,-85.01009918585426,8.0
37.02408241248394,-82.99787294942652,9.100000381469727
37.02408241248394,-80.9856467129988,6.300000190734863
37.02408241248394,-78.97342047657108,5.0
37.02408241248394,-77.0330594628729,4.400000095367432
38.964443426182115,-123.0268020097924,4.0
38.964443426182115,-121.01457577336468,2.0999999046325684
38.964443426182115,-119.00234953693695,2.0
38.964443426182115,-116.99012330050923,1.7000000476837158
38.964443426182115,-114.9778970640815,1.7999999523162842
38.964443426182115,-112.96567082765377,1.899999976158142
38.964443426182115,-111.0253098139556,1.7000000476837158
38.964443426182115,-109.01308357752788,1.100000023841858
38.964443426182115,-107.00085734110014,3.4000000953674316
38.964443426182115,-104.98863110467242,1.7999999523162842
38.964443426182115,-102.97640486824469,1.5
38.964443426182115,-100.96417863181696,3.0999999046325684
38.964443426182115,-99.0238176181188,5.199999809265137
38.964443426182115,-97.01159138169106,5.599999904632568
38.964443426182115,-94.99936514526334,6.599999904632568
38.964443426182115,-92.98713890883562,6.900000095367432
38.964443426182115,-90.97491267240788,7.699999809265137
38.964443426182115,-89.03455165870972,7.5
38.964443426182115,-87.022325422282,7.699999809265137
38.964443426182115,-85.01009918585426,7.300000190734863
38.964443426182115,-82.99787294942652,7.099999904632568
38.964443426182115,-80.9856467129988,5.900000095367432
38.964443426182115,-78.97342047657108,5.199999809265137
38.964443426182115,-77.0330594628729,3.5999999046325684
38.964443426182115,-75.02083322644518,3.9000000953674316
40.97666966260984,-123.0268020097924,2.299999952316284
40.97666966260984,-121.01457577336468,3.5
40.97666966260984,-119.00234953693695,2.4000000953674316
40.97666966260984,-116.99012330050923,2.200000047683716
40.97666966260984,-114.9778970640815,1.7000000476837158
40.97666966260984,-112.96567082765377,0.8999999761581421
40.97666966260984,-111.0253098139556,2.799999952316284
40.97666966260984,-109.01308357752788,2.200000047683716
40.97666966260984,-107.00085734110014,3.0
40.97666966260984,-104.98863110467242,3.200000047683716
40.97666966260984,-102.97640486824469,2.5999999046325684
40.97666966260984,-100.96417863181696,2.9000000953674316
40.97666966260984,-99.0238176181188,5.0
40.97666966260984,-97.01159138169106,6.300000190734863
40.97666966260984,-94.99936514526334,7.199999809265137
40.97666966260984,-92.98713890883562,7.400000095367432
40.97666966260984,-90.97491267240788,7.199999809265137
40.97666966260984,-89.03455165870972,7.300000190734863
40.97666966260984,-87.022325422282,7.400000095367432
40.97666966260984,-85.01009918585426,6.199999809265137
40.97666966260984,-82.99787294942652,5.099999904632568
40.97666966260984,-80.9856467129988,4.099999904632568
40.97666966260984,-78.97342047657108,4.699999809265137
40.97666966260984,-77.0330594628729,4.099999904632568
40.97666966260984,-75.02083322644518,3.799999952316284
40.97666966260984,-73.00860699001746,4.699999809265137
42.988895899037566,-123.0268020097924,4.099999904632568
42.988895899037566,-121.01457577336468,4.0
42.988895899037566,-119.00234953693695,2.5
42.988895899037566,-116.99012330050923,2.5999999046325684
42.988895899037566,-114.9778970640815,1.7999999523162842
42.988895899037566,-112.96567082765377,2.0
42.988895899037566,-111.0253098139556,3.200000047683716
42.988895899037566,-109.01308357752788,1.899999976158142
42.988895899037566,-107.00085734110014,3.0999999046325684
42.988895899037566,-104.98863110467242,2.299999952316284
42.988895899037566,-102.97640486824469,2.4000000953674316
42.988895899037566,-100.96417863181696,3.799999952316284
42.988895899037566,-99.0238176181188,6.5
42.988895899037566,-97.01159138169106,6.800000190734863
42.988895899037566,-94.99936514526334,6.400000095367432
42.988895899037566,-92.98713890883562,7.0
42.988895899037566,-90.97491267240788,5.599999904632568
42.988895899037566,-89.03455165870972,5.5
42.988895899037566,-85.01009918585426,5.099999904632568
42.988895899037566,-82.99787294942652,4.900000095367432
42.988895899037566,-78.97342047657108,3.700000047683716
42.988895899037566,-77.0330594628729,3.4000000953674316
42.988895899037566,-75.02083322644518,4.300000190734863
42.988895899037566,-73.00860699001746,2.9000000953674316
42.988895899037566,-70.99638075358973,3.0999999046325684
45.001122135465295,-123.0268020097924,1.600000023841858
45.001122135465295,-121.01457577336468,2.200000047683716
45.001122135465295,-119.00234953693695,3.0
45.001122135465295,-116.99012330050923,2.5
45.001122135465295,-114.9778970640815,3.0999999046325684
45.001122135465295,-112.96567082765377,2.5999999046325684
45.001122135465295,-111.0253098139556,3.200000047683716
45.001122135465295,-109.01308357752788,1.600000023841858
45.001122135465295,-107.00085734110014,3.0
45.001122135465295,-104.98863110467242,3.5999999046325684
45.001122135465295,-102.97640486824469,5.5
45.001122135465295,-100.96417863181696,5.599999904632568
45.001122135465295,-99.0238176181188,4.300000190734863
45.001122135465295,-97.01159138169106,7.099999904632568
45.001122135465295,-94.99936514526334,6.5
45.001122135465295,-92.98713890883562,5.400000095367432
45.001122135465295,-90.97491267240788,4.699999809265137
45.001122135465295,-89.03455165870972,4.5
45.001122135465295,-85.01009918585426,3.4000000953674316
45.001122135465295,-75.02083322644518,4.199999809265137
45.001122135465295,-73.00860699001746,2.700000047683716
45.001122135465295,-70.99638075358973,5.0
47.013348371893024,-123.0268020097924,3.799999952316284
47.013348371893024,-121.01457577336468,2.700000047683716
47.013348371893024,-119.00234953693695,1.399999976158142
47.013348371893024,-116.99012330050923,2.0
47.013348371893024,-114.9778970640815,2.4000000953674316
47.013348371893024,-112.96567082765377,3.0
47.013348371893024,-111.0253098139556,5.099999904632568
47.013348371893024,-109.01308357752788,2.4000000953674316
47.013348371893024,-107.00085734110014,3.5999999046325684
47.013348371893024,-104.98863110467242,3.5999999046325684
47.013348371893024,-102.97640486824469,5.5
47.013348371893024,-100.96417863181696,5.5
47.013348371893024,-99.0238176181188,7.0
47.013348371893024,-97.01159138169106,3.700000047683716
47.013348371893024,-94.99936514526334,6.0
