latitude,longitude,humidity
27.034816453074864,-99.0238176181188,16.899999618530273
27.034816453074864,-80.9856467129988,57.0
28.97517746677303,-99.0238176181188,15.199999809265137
28.97517746677303,-97.01159138169106,41.5
28.97517746677303,-80.9856467129988,60.599998474121094
30.98740370320076,-104.98863110467242,6.400000095367432
30.98740370320076,-102.97640486824469,15.899999618530273
30.98740370320076,-100.96417863181696,18.5
30.98740370320076,-99.0238176181188,23.799999237060547
30.98740370320076,-97.01159138169106,39.70000076293945
30.98740370320076,-94.99936514526334,47.400001525878906
30.98740370320076,-92.98713890883562,48.400001525878906
30.98740370320076,-90.97491267240788,46.5
30.98740370320076,-89.03455165870972,42.900001525878906
30.98740370320076,-87.022325422282,54.70000076293945
30.98740370320076,-85.01009918585426,51.29999923706055
30.98740370320076,-82.99787294942652,51.20000076293945
32.99962993962849,-116.99012330050923,40.70000076293945
32.99962993962849,-114.9778970640815,17.899999618530273
32.99962993962849,-112.96567082765377,18.600000381469727
32.99962993962849,-111.0253098139556,12.899999618530273
32.99962993962849,-109.01308357752788,11.300000190734863
32.99962993962849,-107.00085734110014,6.400000095367432
32.99962993962849,-104.98863110467242,16.899999618530273
32.99962993962849,-102.97640486824469,26.200000762939453
32.99962993962849,-100.96417863181696,32.29999923706055
32.99962993962849,-99.0238176181188,41.79999923706055
32.99962993962849,-97.01159138169106,45.900001525878906
32.99962993962849,-94.99936514526334,47.20000076293945
32.99962993962849,-92.98713890883562,49.900001525878906
32.99962993962849,-90.97491267240788,58.79999923706055
32.99962993962849,-89.03455165870972,53.79999923706055
32.99962993962849,-87.022325422282,40.900001525878906
32.99962993962849,-85.01009918585426,43.70000076293945
32.99962993962849,-82.99787294942652,43.099998474121094
32.99962993962849,-80.9856467129988,49.70000076293945
35.01185617605621,-119.00234953693695,48.29999923706055
35.01185617605621,-116.99012330050923,17.899999618530273
35.01185617605621,-114.9778970640815,19.799999237060547
35.01185617605621,-112.96567082765377,17.700000762939453
35.01185617605621,-111.0253098139556,24.5
35.01185617605621,-109.01308357752788,17.799999237060547
35.01185617605621,-107.00085734110014,19.899999618530273
35.01185617605621,-104.98863110467242,28.899999618530273
35.01185617605621,-102.97640486824469,35.400001525878906
35.01185617605621,-100.96417863181696,40.70000076293945
35.01185617605621,-99.0238176181188,44.0
35.01185617605621,-97.01159138169106,49.5
35.01185617605621,-94.99936514526334,62.599998474121094
35.01185617605621,-92.98713890883562,59.20000076293945
35.01185617605621,-90.97491267240788,60.599998474121094
35.01185617605621,-89.03455165870972,63.5
35.01185617605621,-87.022325422282,62.0
35.01185617605621,-85.01009918585426,47.29999923706055
35.01185617605621,-82.99787294942652,50.20000076293945
35.01185617605621,-80.9856467129988,54.79999923706055
35.01185617605621,-78.97342047657108,54.599998474121094
35.01185617605621,-77.0330594628729,54.20000076293945
37.02408241248394,-121.01457577336468,37.099998474121094
37.02408241248394,-119.00234953693695,17.0
37.02408241248394,-116.99012330050923,26.299999237060547
37.02408241248394,-114.9778970640815,22.399999618530273
37.02408241248394,-112.96567082765377,36.70000076293945
37.02408241248394,-111.0253098139556,38.0
37.02408241248394,-109.01308357752788,34.099998474121094
37.02408241248394,-107.00085734110014,43.099998474121094
37.02408241248394,-104.98863110467242,35.79999923706055
37.02408241248394,-102.97640486824469,44.70000076293945
37.02408241248394,-100.96417863181696,59.20000076293945
37.02408241248394,-99.0238176181188,60.79999923706055
37.02408241248394,-97.01159138169106,66.5
37.02408241248394,-94.99936514526334,69.0
37.02408241248394,-92.98713890883562,78.69999694824219
37.02408241248394,-90.97491267240788,74.80000305175781
37.02408241248394,-89.03455165870972,68.4000015258789
37.02408241248394,-87.022325422282,65.19999694824219
37.02408241248394,-85.01009918585426,57.599998474121094
37.02408241248394,-82.99787294942652,47.79999923706055
37.02408241248394,-80.9856467129988,52.29999923706055
37.02408241248394,-78.97342047657108,52.099998474121094
37.02408241248394,-77.0330594628729,52.0
38.964443426182115,-123.0268020097924,40.0
38.964443426182115,-121.01457577336468,38.29999923706055
38.964443426182115,-119.00234953693695,41.70000076293945
38.964443426182115,-116.99012330050923,49.5
38.964443426182115,-114.9778970640815,48.0
38.964443426182115,-112.96567082765377,54.5
38.964443426182115,-111.0253098139556,44.900001525878906
38.964443426182115,-109.01308357752788,57.599998474121094
38.964443426182115,-107.00085734110014,43.0
38.964443426182115,-104.98863110467242,66.0999984741211
38.964443426182115,-102.97640486824469,44.79999923706055
