latitude,longitude,rain
27.034816453074864,-99.0238176181188,0.0
27.034816453074864,-80.9856467129988,0.0
28.97517746677303,-99.0238176181188,0.0
28.97517746677303,-97.01159138169106,0.0
28.97517746677303,-80.9856467129988,0.5
30.98740370320076,-104.98863110467242,0.0
30.98740370320076,-102.97640486824469,0.0
30.98740370320076,-100.96417863181696,0.0
30.98740370320076,-99.0238176181188,0.0
30.98740370320076,-97.01159138169106,0.0
30.98740370320076,-94.99936514526334,0.0
30.98740370320076,-92.98713890883562,0.0
30.98740370320076,-90.97491267240788,0.0
30.98740370320076,-89.03455165870972,0.0
30.98740370320076,-87.022325422282,0.0
30.98740370320076,-85.01009918585426,0.0
30.98740370320076,-82.99787294942652,0.0
32.99962993962849,-116.99012330050923,0.0
32.99962993962849,-114.9778970640815,0.0
32.99962993962849,-112.96567082765377,0.0
32.99962993962849,-111.0253098139556,0.0
32.99962993962849,-109.01308357752788,0.0
32.99962993962849,-107.00085734110014,0.0
32.99962993962849,-104.98863110467242,0.0
32.99962993962849,-102.97640486824469,0.0
32.99962993962849,-100.96417863181696,0.0
32.99962993962849,-99.0238176181188,0.0
32.99962993962849,-97.01159138169106,0.0
32.99962993962849,-94.99936514526334,0.0
32.99962993962849,-92.98713890883562,0.0
32.99962993962849,-90.97491267240788,0.0
32.99962993962849,-89.03455165870972,0.0
32.99962993962849,-87.022325422282,0.0
32.99962993962849,-85.01009918585426,0.0
32.99962993962849,-82.99787294942652,0.0
32.99962993962849,-80.9856467129988,0.0
35.01185617605621,-119.00234953693695,0.0
35.01185617605621,-116.99012330050923,0.0
35.01185617605621,-114.9778970640815,0.0
35.01185617605621,-112.96567082765377,0.0
35.01185617605621,-111.0253098139556,0.0
35.01185617605621,-109.01308357752788,0.0
35.01185617605621,-107.00085734110014,0.0
35.01185617605621,-104.98863110467242,0.0
35.01185617605621,-102.97640486824469,0.0
35.01185617605621,-100.96417863181696,0.0
35.01185617605621,-99.0238176181188,0.0
35.01185617605621,-97.01159138169106,0.0
35.01185617605621,-94.99936514526334,0.0
35.01185617605621,-92.98713890883562,0.0
35.01185617605621,-90.97491267240788,0.0
35.01185617605621,-89.03455165870972,0.0
35.01185617605621,-87.022325422282,0.0
35.01185617605621,-85.01009918585426,0.0
35.01185617605621,-82.99787294942652,0.0
35.01185617605621,-80.9856467129988,0.0
35.01185617605621,-78.97342047657108,0.0
35.01185617605621,-77.0330594628729,0.0
37.02408241248394,-121.01457577336468,0.0
37.02408241248394,-119.00234953693695,0.0
37.02408241248394,-116.99012330050923,0.0
37.02408241248394,-114.9778970640815,0.0
37.02408241248394,-112.96567082765377,0.0
37.02408241248394,-111.0253098139556,0.0
37.02408241248394,-109.01308357752788,0.0
37.02408241248394,-107.00085734110014,0.0
37.02408241248394,-104.98863110467242,0.0
37.02408241248394,-102.97640486824469,0.0
37.02408241248394,-100.96417863181696,0.0
37.02408241248394,-99.0238176181188,0.0
37.02408241248394,-97.01159138169106,0.0
37.02408241248394,-94.99936514526334,0.0
37.02408241248394,-92.98713890883562,0.0
37.02408241248394,-90.97491267240788,0.0
37.02408241248394,-89.03455165870972,0.0
37.02408241248394,-87.022325422282,0.8999999761581421
37.02408241248394,-85.01009918585426,2.200000047683716
37.02408241248394,-82.99787294942652,2.299999952316284
37.02408241248394,-80.9856467129988,1.0
37.02408241248394,-78.97342047657108,0.0
37.02408241248394,-77.0330594628729,0.30000001192092896
38.964443426182115,-123.0268020097924,0.0
38.964443426182115,-121.01457577336468,0.0
38.964443426182115,-119.00234953693695,0.0
38.964443426182115,-116.99012330050923,0.0
38.964443426182115,-114.9778970640815,0.0
38.964443426182115,-112.96567082765377,0.0
38.964443426182115,-111.0253098139556,0.0
38.964443426182115,-109.01308357752788,0.0
38.964443426182115,-107.00085734110014,0.0
38.964443426182115,-104.98863110467242,0.0
38.964443426182115,-102.97640486824469,0.0
38.964443426182115,-100.96417863181696,0.0
38.964443426182115,-99.0238176181188,0.0
38.964443426182115,-97.01159138169106,0.0
38.964443426182115,-94.99936514526334,0.0
38.964443426182115,-92.98713890883562,0.0
38.964443426182115,-90.97491267240788,0.0
38.964443426182115,-89.03455165870972,1.100000023841858
38.964443426182115,-87.022325422282,1.600000023841858
38.964443426182115,-85.01009918585426,7.5
38.964443426182115,-82.99787294942652,6.5
38.964443426182115,-80.9856467129988,19.200000762939453
38.964443426182115,-78.97342047657108,4.5
38.964443426182115,-77.0330594628729,10.199999809265137
38.964443426182115,-75.02083322644518,4.800000190734863
40.97666966260984,-123.0268020097924,3.700000047683716
40.97666966260984,-121.01457577336468,0.699999988079071
40.97666966260984,-119.00234953693695,0.0
40.97666966260984,-116.99012330050923,0.0
40.97666966260984,-114.9778970640815,0.0
40.97666966260984,-112.96567082765377,0.0
40.97666966260984,-111.0253098139556,0.0
