year,month,latitude,longitude,wind_speed,humidity,precipitation
2023,1,26.985391134950426,-98.99434430997127,3.4193549156188965,30.564516067504883,0.19032257795333862
2023,1,26.985391134950426,-81.02803862758084,3.0387096405029297,45.51935577392578,0.9870967864990234
2023,1,28.997617371378155,-98.99434430997127,3.116128921508789,31.396774291992188,0.6774193644523621
2023,1,28.997617371378155,-96.98211807354355,3.7806451320648193,43.59354782104492,3.1677420139312744
2023,1,28.997617371378155,-81.02803862758084,3.3032257556915283,39.390323638916016,0.903225839138031
2023,1,31.009843607805884,-105.03102301925446,3.816128969192505,19.890321731567383,0.17741934955120087
2023,1,31.009843607805884,-103.01879678282673,3.864516019821167,19.477418899536133,0.06451612710952759
2023,1,31.009843607805884,-101.006570546399,4.412903308868408,25.08386993408203,0.33870968222618103
2023,1,31.009843607805884,-98.99434430997127,4.306451797485352,33.47419357299805,0.31612902879714966
2023,1,31.009843607805884,-96.98211807354355,3.890322685241699,41.361289978027344,1.896774172782898
2023,1,31.009843607805884,-94.96989183711581,3.8483870029449463,46.56774139404297,4.041935443878174
2023,1,31.009843607805884,-93.02953082341764,4.661290168762207,50.035484313964844,6.754838466644287
2023,1,31.009843607805884,-91.01730458698992,4.6258063316345215,49.22903060913086,7.270967960357666
2023,1,31.009843607805884,-89.0050783505622,4.164515972137451,44.89677429199219,7.074193477630615
2023,1,31.009843607805884,-86.99285211413446,3.8967742919921875,42.10322570800781,5.487096786499023
2023,1,31.009843607805884,-84.98062587770674,3.548387050628662,42.80644989013672,3.4612903594970703
2023,1,31.009843607805884,-82.968399641279,3.706451654434204,40.296775817871094,3.4903225898742676
2023,1,33.02206984423361,-117.03251521509127,3.658064603805542,48.42258071899414,6.354838848114014
2023,1,33.02206984423361,-115.02028897866354,2.880645275115967,30.21290397644043,0.31612902879714966
2023,1,33.02206984423361,-113.00806274223581,2.458064556121826,30.7806453704834,0.9322580695152283
2023,1,33.02206984423361,-110.99583650580809,2.8032257556915283,36.27742004394531,5.59354829788208
2023,1,33.02206984423361,-108.98361026938035,3.6225807666778564,29.051612854003906,2.1677420139312744
2023,1,33.02206984423361,-106.97138403295263,3.845161199569702,21.406452178955078,0.16774192452430725
2023,1,33.02206984423361,-105.03102301925446,3.816128969192505,23.993547439575195,0.5129032135009766
2023,1,33.02206984423361,-103.01879678282673,4.6483869552612305,24.30645179748535,0.29999998211860657
2023,1,33.02206984423361,-101.006570546399,4.699999809265137,27.02903175354004,0.2612903118133545
